"eid"	"prism.doi"	"pii"	"dc.title"	"prism.coverDate"	"prism.volume"	"prism.pageRange"	"dc.creator"	"citedby.count"	"article.number"	"source.id"	"pubmed.id"	"dc.identifier"	"Topic0"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"dominant_topic"	"eid"	"pii"	"neg"	"neu"	"pos"	"compound"	"eid"	"pii"	"year"
"2-s2.0-29244490625"	"10.1016/j.jhevol.2005.06.008"	"S0047248405001363"	"Sampling frequencies and measurement error for linear and temporal gait parameters in primate locomotion"	"2005-01-01"	49	"665-679"	"Polk J."	9	NA	18927	16168461	"SCOPUS_ID:29244490625"	0	0	0	1	0	0	0	0	0	0	3	"2-s2.0-29244490625"	"S0047248405001363"	0.114	0.808	0.078	-0.9997	"2-s2.0-29244490625"	"S0047248405001363"	"2005"
"2-s2.0-51349137817"	"10.1016/j.jhevol.2008.05.019"	"S0047248408001115"	"Assessing A.L. 288-1 femur length using computer-aided three-dimensional reconstruction"	"2008-01-01"	55	"665-671"	"Sylvester A."	9	NA	18927	18691736	"SCOPUS_ID:51349137817"	0.07	0	0	0.47	0.25	0.08	0	0.13	0	0	3	"2-s2.0-51349137817"	"S0047248408001115"	0.031	0.887	0.082	0.9993	"2-s2.0-51349137817"	"S0047248408001115"	"2008"
"2-s2.0-43949150119"	"10.1006/jhev.1994.1022"	"S0047248484710220"	"Preface"	"1994-05-01"	26	"351-352"	""	0	NA	18927	NA	"SCOPUS_ID:43949150119"	0.89	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	"2-s2.0-43949150119"	"S0047248484710220"	0	0.946	0.054	0.8126	"2-s2.0-43949150119"	"S0047248484710220"	"1994"
"2-s2.0-84956682323"	"10.1016/j.jhevol.2015.06.012"	"S0047248415001645"	"The 'temporal effect' in hominids: Reinvestigating the nature of support for a chimp-human clade in bone morphology"	"2015-01-01"	88	"146-159"	"Pearson A."	8	NA	18927	26363669	"SCOPUS_ID:84956682323"	0	0	0.05	0	0.01	0.9	0	0.02	0	0.01	5	"2-s2.0-84956682323"	"S0047248415001645"	0.023	0.87	0.107	1	"2-s2.0-84956682323"	"S0047248415001645"	"2015"
"2-s2.0-84877677708"	"10.1016/j.jhevol.2013.02.002"	"S0047248413000365"	"New Neanderthal remains from Mani Peninsula, Southern Greece: The Kalamakia Middle Paleolithic cave site"	"2013-01-01"	64	"486-499"	"Harvati K."	58	NA	18927	NA	"SCOPUS_ID:84877677708"	0.29	0.03	0	0	0	0.03	0.23	0.04	0.38	0	8	"2-s2.0-84877677708"	"S0047248413000365"	0.032	0.9	0.068	0.9997	"2-s2.0-84877677708"	"S0047248413000365"	"2013"
"2-s2.0-35648997881"	"10.1016/j.jhevol.2007.06.005"	"S0047248407001492"	"Tectonics, orbital forcing, global climate change, and human evolution in Africa: introduction to the African paleoclimate special volume"	"2007-01-01"	53	"443-464"	"Maslin M."	125	NA	18927	17915289	"SCOPUS_ID:35648997881"	0	0.89	0.06	0.01	0	0.03	0.01	0	0	0	1	"2-s2.0-35648997881"	"S0047248407001492"	0.029	0.897	0.074	0.9999	"2-s2.0-35648997881"	"S0047248407001492"	"2007"
"2-s2.0-0242410892"	"10.1016/S0047-2484(03)00105-2"	"S0047248403001052"	"The super-eruption of Toba, did it cause a human bottleneck?"	"2003-01-01"	45	"227-230"	"Gathorne-Hardy F."	61	NA	18927	14580592	"SCOPUS_ID:0242410892"	0	0.52	0.33	0	0	0	0.12	0.03	0	0	1	"2-s2.0-0242410892"	"S0047248403001052"	0.041	0.917	0.041	-0.6029	"2-s2.0-0242410892"	"S0047248403001052"	"2003"
"2-s2.0-0021279883"	"10.1016/S0047-2484(84)80073-1"	"S0047248484800731"	"Altruism in sociobiology: a conceptual analysis"	"1984-01-01"	13	"33-39"	"Voorzanger B."	15	NA	18927	NA	"SCOPUS_ID:0021279883"	0	0	0.8	0	0	0	0	0	0	0.19	2	"2-s2.0-0021279883"	"S0047248484800731"	0.077	0.785	0.138	0.9992	"2-s2.0-0021279883"	"S0047248484800731"	"1984"
"2-s2.0-85063906418"	"10.1016/j.jhevol.2019.03.003"	"S0047248418302525"	"First metatarsal trabecular bone structure in extant hominoids and Swartkrans hominins"	"2019-06-01"	131	"1-21"	"Komza K."	3	NA	18927	31182196	"SCOPUS_ID:85063906418"	0	0	0	0.53	0.08	0.08	0	0.31	0	0	3	"2-s2.0-85063906418"	"S0047248418302525"	0.028	0.897	0.075	0.9999	"2-s2.0-85063906418"	"S0047248418302525"	"2019"
"2-s2.0-61849122901"	"10.1016/j.jhevol.2008.10.007"	"S0047248408002406"	"Semicircular canal system in early primates"	"2009-01-01"	56	"315-327"	"Silcox M.T."	80	NA	18927	19185902	"SCOPUS_ID:61849122901"	0.11	0	0	0.3	0	0.12	0	0.47	0	0	7	"2-s2.0-61849122901"	"S0047248408002406"	0.014	0.912	0.074	0.9999	"2-s2.0-61849122901"	"S0047248408002406"	"2009"
"2-s2.0-0346187776"	"10.1016/0047-2484(91)90023-O"	"004724849190023O"	"The KNM-WT 17000 premolar"	"1991-01-01"	20	"505-513"	"Grine F."	1	NA	18927	NA	"SCOPUS_ID:0346187776"	0	0	0	0	0.39	0	0	0	0.61	0	8	"2-s2.0-0346187776"	"004724849190023O"	0.033	0.881	0.086	0.998	"2-s2.0-0346187776"	"004724849190023O"	"1991"
"2-s2.0-79956090095"	"10.1016/j.jhevol.2011.02.007"	"S0047248411000601"	"The handaxe reloaded: A morphometric reassessment of Acheulian and Middle Paleolithic handaxes"	"2011-01-01"	61	"61-74"	"Iovita R."	81	NA	18927	NA	"SCOPUS_ID:79956090095"	0.06	0	0.02	0	0	0.39	0.53	0	0	0	6	"2-s2.0-79956090095"	"S0047248411000601"	0.025	0.89	0.085	0.9999	"2-s2.0-79956090095"	"S0047248411000601"	"2011"
"2-s2.0-0015880958"	"10.1016/0047-2484(73)90057-2"	"47248473900572"	"Adjustment of the peripheral circulation in human cold acclimatization: A critical review"	"1973-01-01"	2	"93-104"	"Hellstrøm B."	1	NA	18927	NA	"SCOPUS_ID:0015880958"	0	0.05	0.86	0.1	0	0	0	0	0	0	2	"2-s2.0-0015880958"	"47248473900572"	0.041	0.88	0.08	0.9998	"2-s2.0-0015880958"	"47248473900572"	"1973"
"2-s2.0-58849115342"	"10.1016/j.jhevol.2008.09.005"	"S004724840800198X"	"Direct dating of the \"Gravettian\" Balla child's skeleton from Bükk Mountains (Hungary): unexpected results"	"2009-01-01"	56	"209-212"	"Tillier A."	6	NA	18927	19036405	"SCOPUS_ID:58849115342"	0.37	0.07	0.08	0	0	0	0.48	0	0	0	6	"2-s2.0-58849115342"	"S004724840800198X"	0.022	0.915	0.063	0.9979	"2-s2.0-58849115342"	"S004724840800198X"	"2009"
"2-s2.0-84921792900"	"10.1016/j.jhevol.2014.10.014"	"S0047248414002607"	"Archaeogenomic insights into the adaptation of plants to the human environment: Pushing plant-hominin co-evolution back to the Pliocene"	"2015-02-01"	79	"150-157"	"Allaby R.G."	18	NA	18927	25577019	"SCOPUS_ID:84921792900"	0	0.29	0.5	0	0	0.11	0.05	0	0	0.05	2	"2-s2.0-84921792900"	"S0047248414002607"	0.031	0.894	0.075	0.9996	"2-s2.0-84921792900"	"S0047248414002607"	"2015"
"2-s2.0-85079417805"	"10.1016/j.jhevol.2019.102735"	"S0047248419303665"	"Early Levallois core technology between Marine Isotope Stage 12 and 9 in Western Europe"	"2020-02-01"	139	"xx-xx"	"Moncel M.H."	15	102735	18927	32078934	"SCOPUS_ID:85079417805"	0.16	0	0	0	0	0	0.84	0	0	0	6	"2-s2.0-85079417805"	"S0047248419303665"	0.019	0.931	0.049	0.9999	"2-s2.0-85079417805"	"S0047248419303665"	"2020"
"2-s2.0-0015908843"	"10.1016/0047-2484(73)90012-2"	"47248473900122"	"Man and Pan paniscus: A karyologic comparison"	"1973-01-01"	2	"323-331"	"Khudr G."	4	NA	18927	NA	"SCOPUS_ID:0015908843"	0	0	0.75	0	0	0	0	0.05	0	0.2	2	"2-s2.0-0015908843"	"47248473900122"	0.039	0.929	0.032	-0.8519	"2-s2.0-0015908843"	"47248473900122"	"1973"
"2-s2.0-84986601807"	"10.1016/j.jhevol.2016.07.007"	"S0047248416300872"	"Direct evidence for human exploitation of birds in the Middle Stone Age of South Africa: The example of Sibudu Cave, KwaZulu-Natal"	"2016-10-01"	99	"107-123"	"Val A."	13	NA	18927	27650583	"SCOPUS_ID:84986601807"	0.03	0	0	0	0	0	0.93	0.04	0	0	6	"2-s2.0-84986601807"	"S0047248416300872"	0.029	0.922	0.049	0.999	"2-s2.0-84986601807"	"S0047248416300872"	"2016"
"2-s2.0-0015797684"	"10.1016/0047-2484(73)90006-7"	"47248473900067"	"An analysis of chromosomes in three Primates from India"	"1973-01-01"	2	"283-287"	"Sharma G."	2	NA	18927	NA	"SCOPUS_ID:0015797684"	0	0	0.82	0	0	0	0	0.15	0	0.03	2	"2-s2.0-0015797684"	"47248473900067"	0.004	0.942	0.054	0.9953	"2-s2.0-0015797684"	"47248473900067"	"1973"
"2-s2.0-84951018534"	"10.1016/j.jhevol.2015.09.006"	"S0047248415002213"	"Mechanical food properties and dental topography differentiate three populations of Lemur catta in southwest Madagascar"	"2016-09-01"	98	"66-75"	"Yamashita N."	13	NA	18927	26601707	"SCOPUS_ID:84951018534"	0	0.09	0	0	0	0.58	0	0	0.15	0.17	5	"2-s2.0-84951018534"	"S0047248415002213"	0.023	0.871	0.106	0.9999	"2-s2.0-84951018534"	"S0047248415002213"	"2016"
"2-s2.0-85035231385"	"10.1016/j.jhevol.2017.10.009"	"S0047248417304463"	"Paleoecology of the Serengeti during the Oldowan-Acheulean transition at Olduvai Gorge, Tanzania: The mammal and fish evidence"	"2018-07-01"	120	"48-75"	"Bibi F."	18	NA	18927	29191415	"SCOPUS_ID:85035231385"	0	0.57	0	0	0.16	0	0.13	0.03	0.12	0	1	"2-s2.0-85035231385"	"S0047248417304463"	0.035	0.897	0.068	0.9999	"2-s2.0-85035231385"	"S0047248417304463"	"2018"
"2-s2.0-84873113635"	"10.1016/j.jhevol.2012.10.009"	"S0047248412002023"	"Dental arch restoration using tooth macrowear patterns with application to Rudapithecus hungaricus, from the late Miocene of Rudabánya, Hungary"	"2013-01-01"	64	"151-160"	"Kullmer O."	20	NA	18927	23352561	"SCOPUS_ID:84873113635"	0.07	0	0.02	0.03	0	0.3	0.03	0.04	0.52	0	8	"2-s2.0-84873113635"	"S0047248412002023"	0.042	0.871	0.087	0.9997	"2-s2.0-84873113635"	"S0047248412002023"	"2013"
"2-s2.0-45149142516"	"10.1016/0047-2484(89)90069-9"	"47248489900699"	"Response to Britten"	"1989-01-01"	18	"165-166"	"Marks J."	3	NA	18927	NA	"SCOPUS_ID:45149142516"	0	0	0.9	0	0	0	0.04	0.06	0	0	2	"2-s2.0-45149142516"	"47248489900699"	0.082	0.868	0.051	-0.9552	"2-s2.0-45149142516"	"47248489900699"	"1989"
"2-s2.0-0000779047"	"10.1016/0047-2484(88)90063-2"	"47248488900632"	"ESR dates for the hominid burial site of Qafzeh in Israel"	"1988-01-01"	17	"733-737"	"Schwarcz H."	147	NA	18927	NA	"SCOPUS_ID:0000779047"	0.34	0	0.07	0	0	0	0.53	0	0.05	0	6	"2-s2.0-0000779047"	"47248488900632"	0.018	0.936	0.046	0.9934	"2-s2.0-0000779047"	"47248488900632"	"1988"
"2-s2.0-0030442483"	"10.1006/jhev.1996.0039"	"S0047248496900391"	"Comparing primate communities: A multivariate approach"	"1996-01-01"	30	"489-510"	"Fleagle J."	83	NA	18927	NA	"SCOPUS_ID:0030442483"	0	0.63	0	0	0	0.37	0	0	0	0	1	"2-s2.0-0030442483"	"S0047248496900391"	0.009	0.921	0.07	0.9786	"2-s2.0-0030442483"	"S0047248496900391"	"1996"
"2-s2.0-0345029996"	"10.1016/S0047-2484(86)80030-6"	"S0047248486800306"	"An early middle miocene catarrhine from Pakistan with comments on the dispersal of catarrhines into Eurasia"	"1986-01-01"	15	"501-508"	"Barry J."	17	NA	18927	NA	"SCOPUS_ID:0345029996"	0	0.33	0.01	0	0	0	0	0.58	0.09	0	7	"2-s2.0-0345029996"	"S0047248486800306"	0.027	0.919	0.054	0.9977	"2-s2.0-0345029996"	"S0047248486800306"	"1986"
"2-s2.0-0034199993"	"10.1006/jhev.1999.0408"	"S0047248499904086"	"A new hominid incisor from Sangiran, Central Java"	"2000-01-01"	38	"855-862"	"Baba H."	8	NA	18927	10835266	"SCOPUS_ID:0034199993"	0.17	0.37	0	0	0.33	0	0	0	0.13	0	1	"2-s2.0-0034199993"	"S0047248499904086"	0	0.935	0.065	0.988	"2-s2.0-0034199993"	"S0047248499904086"	"2000"
"2-s2.0-77952734952"	"10.1016/j.jhevol.2010.01.006"	"S0047248410000096"	"Early hominin dental remains from the Plio-Pleistocene site of Drimolen, South Africa"	"2010-01-01"	58	"374-405"	"Moggi-Cecchi J."	52	NA	18927	NA	"SCOPUS_ID:77952734952"	0	0	0	0	0.05	0	0	0	0.95	0	8	"2-s2.0-77952734952"	"S0047248410000096"	0.053	0.882	0.064	0.9994	"2-s2.0-77952734952"	"S0047248410000096"	"2010"
"2-s2.0-2642585171"	"10.1016/S0047-2484(86)80075-6"	"S0047248486800756"	"Paleoanthropological and archaeological research in the Socialist Republic of Vietnam"	"1986-01-01"	15	"623-631"	"Ciochon R."	29	NA	18927	NA	"SCOPUS_ID:2642585171"	0	0.15	0.22	0	0.04	0	0.56	0.03	0	0	6	"2-s2.0-2642585171"	"S0047248486800756"	0.02	0.91	0.069	0.9986	"2-s2.0-2642585171"	"S0047248486800756"	"1986"
"2-s2.0-85103935716"	"10.1016/j.jhevol.2021.102982"	"S0047248421000348"	"New femoral remains of Nacholapithecus kerioi: Implications for intraspecific variation and Miocene hominoid evolution"	"2021-06-01"	155	"xx-xx"	"Pina M."	0	102982	18927	33862402	"SCOPUS_ID:85103935716"	0.02	0	0	0.16	0.02	0	0	0.78	0.02	0	7	"2-s2.0-85103935716"	"S0047248421000348"	0.023	0.923	0.054	0.9998	"2-s2.0-85103935716"	"S0047248421000348"	"2021"
"2-s2.0-0029537080"	"10.1006/jhev.1995.1076"	"S0047248485710767"	"New cercamoniine adapid from Fayum, Egypt"	"1995-01-01"	29	"577-589"	"Simons E."	39	NA	18927	NA	"SCOPUS_ID:0029537080"	0.17	0.27	0	0	0	0	0	0.55	0	0	7	"2-s2.0-0029537080"	"S0047248485710767"	0	0.925	0.075	0.9413	"2-s2.0-0029537080"	"S0047248485710767"	"1995"
"2-s2.0-55949106046"	"10.1016/j.jhevol.2008.08.003"	"S0047248408001553"	"The Movius Line sensu lato (Norton et al., 2006) further assessed and defined"	"2008-01-01"	55	"1148-1150"	"Norton C."	32	NA	18927	18809202	"SCOPUS_ID:55949106046"	0.02	0.43	0.06	0	0	0	0.49	0	0	0	6	"2-s2.0-55949106046"	"S0047248408001553"	0.038	0.889	0.073	0.9955	"2-s2.0-55949106046"	"S0047248408001553"	"2008"
"2-s2.0-0035101482"	"10.1006/jhev.2000.0439"	"S0047248400904391"	"Canine reduction in the Miocene hominoid Oreopithecus bambolii: Behavioural and evolutionary implications"	"2001-01-01"	40	"1-16"	"Alba D."	16	NA	18927	11139357	"SCOPUS_ID:0035101482"	0	0	0	0.17	0.08	0.14	0	0.33	0.09	0.19	7	"2-s2.0-0035101482"	"S0047248400904391"	0.015	0.918	0.066	0.9975	"2-s2.0-0035101482"	"S0047248400904391"	"2001"
"2-s2.0-50849084802"	"10.1016/j.jhevol.2008.05.017"	"S0047248408001103"	"Quaternary fossil fish from the Kibish Formation, Omo Valley, Ethiopia"	"2008-01-01"	55	"521-530"	"Trapani J."	13	NA	18927	18691738	"SCOPUS_ID:50849084802"	0	0.67	0	0	0.04	0	0.13	0.13	0.04	0	1	"2-s2.0-50849084802"	"S0047248408001103"	0.029	0.927	0.044	0.9969	"2-s2.0-50849084802"	"S0047248408001103"	"2008"
"2-s2.0-0017132743"	"10.1016/0047-2484(76)90083-X"	"004724847690083X"	"Position of the Staroselye find in the hominid system"	"1976-01-01"	5	"xx-xx"	"Alexeyev V.P."	7	NA	18927	NA	"SCOPUS_ID:0017132743"	0.28	0	0.53	0	0.17	0	0.01	0	0	0	2	"2-s2.0-0017132743"	"004724847690083X"	0.037	0.902	0.062	0.996	"2-s2.0-0017132743"	"004724847690083X"	"1976"
"2-s2.0-84962019009"	"10.1016/j.jhevol.2014.04.002"	"S0047248414000840"	"Investigation of equid paleodiet from Schöningen 13 II-4 through dental wear and isotopic analyses: Archaeological implications"	"2015-01-01"	89	"129-137"	"Rivals F."	51	NA	18927	25242064	"SCOPUS_ID:84962019009"	0	0.45	0	0	0	0.12	0.25	0	0.18	0	1	"2-s2.0-84962019009"	"S0047248414000840"	0.023	0.89	0.087	0.9999	"2-s2.0-84962019009"	"S0047248414000840"	"2015"
"2-s2.0-58149410518"	"10.1016/S0047-2484(81)80007-3"	"S0047248481800073"	"The ontogeny of the neural substrate for language"	"1981-01-01"	10	"429-441"	"Walker L."	4	NA	18927	NA	"SCOPUS_ID:58149410518"	0	0	0.58	0.01	0.01	0.29	0	0.01	0	0.1	2	"2-s2.0-58149410518"	"S0047248481800073"	0.048	0.878	0.073	0.9989	"2-s2.0-58149410518"	"S0047248481800073"	"1981"
"2-s2.0-84902241613"	"10.1016/j.jhevol.2014.02.016"	"S004724841400061X"	"Nutritional contributions of insects to primate diets: Implications for primate evolution"	"2014-01-01"	71	"59-69"	"Rothman J."	61	NA	18927	24742878	"SCOPUS_ID:84902241613"	0	0.03	0	0	0	0.15	0	0.03	0	0.79	9	"2-s2.0-84902241613"	"S004724841400061X"	0.013	0.927	0.059	0.9998	"2-s2.0-84902241613"	"S004724841400061X"	"2014"
"2-s2.0-29244485583"	"10.1016/j.jhevol.2005.08.001"	"S0047248405001375"	"Human encephalization and developmental timing"	"2005-01-01"	49	"762-776"	"Vinicius L."	50	NA	18927	16226789	"SCOPUS_ID:29244485583"	0	0	0.09	0.25	0	0.5	0	0	0	0.16	5	"2-s2.0-29244485583"	"S0047248405001375"	0.024	0.829	0.147	1	"2-s2.0-29244485583"	"S0047248405001375"	"2005"
"2-s2.0-23844546217"	"10.1016/j.jhevol.2005.01.007"	"S0047248405000837"	"The Oreopithecus thumb: A strange case in hominoid evolution"	"2005-01-01"	49	"395-404"	"Moyà-Solà S."	23	NA	18927	15927234	"SCOPUS_ID:23844546217"	0	0	0	0.06	0.07	0	0.03	0.84	0	0.01	7	"2-s2.0-23844546217"	"S0047248405000837"	0.055	0.827	0.118	0.9996	"2-s2.0-23844546217"	"S0047248405000837"	"2005"
"2-s2.0-0036925286"	"10.1006/jhev.2002.0607"	"S004724840290607X"	"A new skeleton of Theropithecus brumpti (Primates: Cercopithecidae) from Lomekwi, West Turkana, Kenya"	"2002-01-01"	43	"887-923"	"Jablonski N.G."	33	NA	18927	12473488	"SCOPUS_ID:0036925286"	0	0.45	0	0	0.15	0	0	0.36	0	0.04	1	"2-s2.0-0036925286"	"S004724840290607X"	0.014	0.925	0.06	0.9965	"2-s2.0-0036925286"	"S004724840290607X"	"2002"
"2-s2.0-33746343052"	"10.1016/j.jhevol.2006.03.002"	"S0047248406000510"	"What's in a beach? Soil micromorphology of sediments from the Lower Paleolithic site of 'Ubeidiya, Israel"	"2006-01-01"	51	"185-206"	"Mallol C."	32	NA	18927	16697031	"SCOPUS_ID:33746343052"	0	0.24	0	0	0	0	0.73	0	0.03	0	6	"2-s2.0-33746343052"	"S0047248406000510"	0.035	0.901	0.064	0.9998	"2-s2.0-33746343052"	"S0047248406000510"	"2006"
"2-s2.0-0018375616"	"10.1016/0047-2484(79)90056-3"	"47248479900563"	"Patterns of stress, disease and mortality in two prehistoric populations from North American"	"1979-01-01"	8	"323-335"	"Lallo J.W."	14	NA	18927	NA	"SCOPUS_ID:0018375616"	0	0.02	0.72	0	0	0	0.06	0	0.02	0.18	2	"2-s2.0-0018375616"	"47248479900563"	0.064	0.863	0.072	0.8807	"2-s2.0-0018375616"	"47248479900563"	"1979"
"2-s2.0-84887607461"	"10.1016/j.jhevol.2013.09.004"	"S0047248413002030"	"Proximal metatarsal articular surface shape and the evolution of a rigid lateral foot in hominins"	"2013-01-01"	65	"761-769"	"Proctor D.J."	14	NA	18927	24149023	"SCOPUS_ID:84887607461"	0	0	0	0.15	0.18	0.08	0	0.59	0	0	7	"2-s2.0-84887607461"	"S0047248413002030"	0.029	0.896	0.075	0.9996	"2-s2.0-84887607461"	"S0047248413002030"	"2013"
"2-s2.0-0030440674"	"10.1006/jhev.1996.0077"	"S0047248496900779"	"The mechanical significance of the occlusal geometry of great ape molars in food breakdown"	"1996-01-01"	31	"517-535"	"Spears I."	45	NA	18927	NA	"SCOPUS_ID:0030440674"	0	0	0	0	0	0.72	0	0	0.19	0.08	5	"2-s2.0-0030440674"	"S0047248496900779"	0.079	0.8	0.122	0.979	"2-s2.0-0030440674"	"S0047248496900779"	"1996"
"2-s2.0-33646187369"	"10.1016/j.jhevol.2005.12.005"	"S0047248405002277"	"Population history, biogeography, and taxonomy of orangutans (Genus: Pongo) based on a population genetic meta-analysis of multiple loci"	"2006-01-01"	50	"509-522"	"Steiper M."	63	NA	18927	16472840	"SCOPUS_ID:33646187369"	0	0.12	0.47	0	0	0.2	0	0	0	0.21	2	"2-s2.0-33646187369"	"S0047248405002277"	0.016	0.916	0.068	0.9998	"2-s2.0-33646187369"	"S0047248405002277"	"2006"
"2-s2.0-84960880783"	"10.1016/j.jhevol.2015.12.006"	"S0047248415003140"	"Brain, calvarium, cladistics: A new approach to an old question, who are modern humans and Neandertals?"	"2016-03-01"	92	"22-36"	"Mounier A."	7	NA	18927	26989014	"SCOPUS_ID:84960880783"	0.49	0	0.03	0	0.25	0.19	0.02	0.01	0	0	0	"2-s2.0-84960880783"	"S0047248415003140"	0.018	0.899	0.083	0.9999	"2-s2.0-84960880783"	"S0047248415003140"	"2016"
"2-s2.0-0032084643"	"10.1006/jhev.1998.0228"	"S0047248498902287"	"A newly discovered Kenyapithecus skeleton and its implications for the evolution of positional behavior in Miocene East African hominoids"	"1998-01-01"	34	"657-664"	"Nakatsukasa M."	48	NA	18927	9650105	"SCOPUS_ID:0032084643"	0	0.09	0	0	0	0	0	0.9	0	0	7	"2-s2.0-0032084643"	"S0047248498902287"	0	0.949	0.051	0.9792	"2-s2.0-0032084643"	"S0047248498902287"	"1998"
"2-s2.0-85011878941"	"10.1016/j.jhevol.2017.01.001"	"S0047248417300027"	"The cervical spine of Australopithecus sediba"	"2017-03-01"	104	"32-49"	"Meyer M.R."	8	NA	18927	28317555	"SCOPUS_ID:85011878941"	0.2	0	0	0.2	0.11	0.04	0	0.45	0	0	7	"2-s2.0-85011878941"	"S0047248417300027"	0.018	0.894	0.088	1	"2-s2.0-85011878941"	"S0047248417300027"	"2017"
"2-s2.0-85039983219"	"10.1016/j.jhevol.2017.11.011"	"S0047248417304967"	"Lahar inundated, modified, and preserved 1.88 Ma early hominin (OH24 and OH56) Olduvai DK site"	"2018-03-01"	116	"27-42"	"Stanistreet I.G."	17	NA	18927	29477180	"SCOPUS_ID:85039983219"	0	0.38	0	0.01	0.02	0	0.59	0	0	0	6	"2-s2.0-85039983219"	"S0047248417304967"	0.023	0.916	0.061	0.9998	"2-s2.0-85039983219"	"S0047248417304967"	"2018"
"2-s2.0-80051474303"	"10.1016/j.jhevol.2011.04.008"	"S0047248411001102"	"Comparison of dental measurement systems for taxonomic assignment of Neanderthal and modern human lower second deciduous molars"	"2011-01-01"	61	"320-326"	"Benazzi S."	32	NA	18927	NA	"SCOPUS_ID:80051474303"	0.4	0	0.01	0	0	0.07	0	0	0.51	0	8	"2-s2.0-80051474303"	"S0047248411001102"	0.031	0.91	0.059	0.9983	"2-s2.0-80051474303"	"S0047248411001102"	"2011"
"2-s2.0-38249034371"	"10.1016/0047-2484(87)90024-8"	"47248487900248"	"Modeling the formation of Early Stone Age artifact concentrations"	"1987-01-01"	16	"789-807"	"Shick K."	122	NA	18927	NA	"SCOPUS_ID:38249034371"	0	0.19	0	0	0	0	0.71	0	0	0.1	6	"2-s2.0-38249034371"	"47248487900248"	0.035	0.903	0.062	0.9996	"2-s2.0-38249034371"	"47248487900248"	"1987"
"2-s2.0-51349145546"	"10.1016/j.jhevol.2008.03.012"	"S004724840800078X"	"Side steps: the erratic pattern of hominin postcranial change through time"	"2008-01-01"	55	"639-651"	"McHenry H."	14	NA	18927	18572223	"SCOPUS_ID:51349145546"	0	0.01	0	0.13	0.62	0.06	0	0.19	0	0	4	"2-s2.0-51349145546"	"S004724840800078X"	0.02	0.924	0.056	0.9997	"2-s2.0-51349145546"	"S004724840800078X"	"2008"
"2-s2.0-84881613439"	"10.1016/j.jhevol.2013.05.003"	"S0047248413001309"	"Stable isotope ecology of miocene bovids from northern greece and the ape/monkey turnover in the balkans"	"2013-01-01"	65	"185-198"	"Merceron G."	13	NA	18927	23866679	"SCOPUS_ID:84881613439"	0	0.89	0	0.02	0	0.03	0	0	0.06	0	1	"2-s2.0-84881613439"	"S0047248413001309"	0.023	0.893	0.084	0.9999	"2-s2.0-84881613439"	"S0047248413001309"	"2013"
"2-s2.0-80555130929"	"10.1016/j.jhevol.2011.08.006"	"S0047248411001801"	"Dental microwear texture analysis and diet in the Dmanisi hominins"	"2011-01-01"	61	"683-687"	"Pontzer H."	23	NA	18927	22030152	"SCOPUS_ID:80555130929"	0	0.01	0	0.03	0.24	0.46	0.08	0	0.09	0.09	5	"2-s2.0-80555130929"	"S0047248411001801"	0.031	0.902	0.067	0.9982	"2-s2.0-80555130929"	"S0047248411001801"	"2011"
"2-s2.0-0034009364"	"10.1006/jhev.1999.0359"	"S0047248499903597"	"Adults only. Reindeer hunting at the Middle Palaeolithic site Salzgitter Lebenstedt, northern Germany"	"2000-01-01"	38	"497-521"	"Gaudzinski S."	189	NA	18927	10715194	"SCOPUS_ID:0034009364"	0.16	0.02	0.05	0	0	0	0.72	0	0	0.04	6	"2-s2.0-0034009364"	"S0047248499903597"	0.075	0.893	0.032	-0.9977	"2-s2.0-0034009364"	"S0047248499903597"	"2000"
"2-s2.0-0034492455"	"10.1006/jhev.2000.0432"	"S0047248400904329"	"Geochronology of Oreopithecus-bearing succession at baccinello (Italy) and the extinction pattern of european Miocene hominoids"	"2000-01-01"	39	"577-582"	"Rook L."	38	NA	18927	11102268	"SCOPUS_ID:0034492455"	0.14	0.72	0	0	0	0	0	0.14	0	0	1	"2-s2.0-0034492455"	"S0047248400904329"	0.009	0.956	0.035	0.9648	"2-s2.0-0034492455"	"S0047248400904329"	"2000"
"2-s2.0-84938482950"	"10.1016/j.jhevol.2015.05.005"	"S0047248415001311"	"Body mass estimates of hominin fossils and the evolution of human body size"	"2015-08-01"	85	"75-93"	"Grabowski M."	102	NA	18927	26094042	"SCOPUS_ID:84938482950"	0	0.01	0	0.72	0.26	0.01	0	0.01	0	0	3	"2-s2.0-84938482950"	"S0047248415001311"	0.022	0.897	0.08	1	"2-s2.0-84938482950"	"S0047248415001311"	"2015"
"2-s2.0-33750631454"	"10.1016/j.jhevol.2006.06.004"	"S0047248406001497"	"Trabecular bone ontogeny in the human proximal femur"	"2006-01-01"	51	"591-602"	"Ryan T."	101	NA	18927	16963108	"SCOPUS_ID:33750631454"	0	0	0.05	0.81	0.04	0.03	0.03	0.04	0	0	3	"2-s2.0-33750631454"	"S0047248406001497"	0.034	0.869	0.097	0.9999	"2-s2.0-33750631454"	"S0047248406001497"	"2006"
